0	0.000
1	-43.500
2	68.500
3	76.500
4	-98.500
5	-77.750
6	29.500
7	-77.500
8	31.500
9	-99.750
10	-95.250
11	51.250
12	93.500
13	-83.500
14	1.500
15	62.500
16	-54.500
17	97.500
18	-97.500
19	93.750
20	-41.500
21	-99.750
22	21.500
23	10.500
24	-23.250
25	74.500
26	14.500
27	33.250
28	-82.500
29	52.500
30	-32.500
31	56.500
32	98.500
