1	1003	3
1	1006	3
1	530	13
1	127	15
1	663	18
1	598	25
1	607	33
2	976	1
2	334	7
2	396	14
2	397	14
2	577	17
2	578	17
2	109	19
2	429	28
2	316	30
2	911	30
2	789	32
2	695	33
2	733	33
2	830	33
2	883	33
2	885	33
2	886	33
2	888	33
2	889	33
2	890	33
2	891	33
2	892	33
2	896	33
2	897	33
2	898	33
2	899	33
2	903	33
3	1	1
3	2	1
3	1023	1
3	1024	1
3	1	2
3	2	2
3	1023	2
3	1024	2
3	1	3
3	2	3
3	1023	3
3	1024	3
3	1	4
3	2	4
3	1023	4
3	1024	4
3	1	5
3	2	5
3	1023	5
3	1024	5
3	1	6
3	2	6
3	1023	6
3	1024	6
3	1	7
3	2	7
3	1023	7
3	1024	7
3	1	8
3	2	8
3	1023	8
3	1024	8
3	1	9
3	2	9
3	451	9
3	1023	9
3	1024	9
3	1	10
3	2	10
3	1023	10
3	1024	10
3	1	11
3	2	11
3	1023	11
3	1024	11
3	1	12
3	2	12
3	1023	12
3	1024	12
3	1	13
3	2	13
3	1023	13
3	1024	13
3	1	14
3	2	14
3	1023	14
3	1024	14
3	1	15
3	2	15
3	1023	15
3	1024	15
3	1	16
3	2	16
3	1023	16
3	1024	16
3	1	17
3	2	17
3	113	17
3	1023	17
3	1024	17
3	1	18
3	2	18
3	1023	18
3	1024	18
3	1	19
3	2	19
3	1023	19
3	1024	19
3	1	20
3	2	20
3	1023	20
3	1024	20
3	1	21
3	2	21
3	1023	21
3	1024	21
3	1	22
3	2	22
3	1023	22
3	1024	22
3	1	23
3	2	23
3	1023	23
3	1024	23
3	1	24
3	2	24
3	1023	24
3	1024	24
3	1	25
3	2	25
3	1023	25
3	1024	25
3	1	26
3	2	26
3	1023	26
3	1024	26
3	1	27
3	2	27
3	1023	27
3	1024	27
3	1	28
3	2	28
3	184	28
3	1023	28
3	1024	28
3	1	29
3	2	29
3	1023	29
3	1024	29
3	1	30
3	2	30
3	1023	30
3	1024	30
3	1	31
3	2	31
3	567	31
3	1023	31
3	1024	31
3	1	32
3	2	32
3	1023	32
3	1024	32
3	1	33
3	2	33
3	607	33
3	768	33
3	1023	33
3	1024	33
4	1	1
4	2	1
4	1023	1
4	1024	1
4	1	2
4	2	2
4	1023	2
4	1024	2
4	1	3
4	2	3
4	1023	3
4	1024	3
4	1	4
4	2	4
4	1023	4
4	1024	4
4	1	5
4	2	5
4	1023	5
4	1024	5
4	1	6
4	2	6
4	1023	6
4	1024	6
4	1	7
4	2	7
4	1023	7
4	1024	7
4	1	8
4	2	8
4	1023	8
4	1024	8
4	1	9
4	2	9
4	1023	9
4	1024	9
4	1	10
4	2	10
4	1023	10
4	1024	10
4	1	11
4	2	11
4	1023	11
4	1024	11
4	1	12
4	2	12
4	1023	12
4	1024	12
4	1	13
4	2	13
4	1023	13
4	1024	13
4	1	14
4	2	14
4	1023	14
4	1024	14
4	1	15
4	2	15
4	1023	15
4	1024	15
4	1	16
4	2	16
4	1023	16
4	1024	16
4	1	17
4	2	17
4	1023	17
4	1024	17
4	1	18
4	2	18
4	1023	18
4	1024	18
4	1	19
4	2	19
4	1023	19
4	1024	19
4	1	20
4	2	20
4	1023	20
4	1024	20
4	1	21
4	2	21
4	1023	21
4	1024	21
4	1	22
4	2	22
4	1023	22
4	1024	22
4	1	23
4	2	23
4	1023	23
4	1024	23
4	1	24
4	2	24
4	1023	24
4	1024	24
4	1	25
4	2	25
4	1023	25
4	1024	25
4	1	26
4	2	26
4	679	26
4	1023	26
4	1024	26
4	1	27
4	2	27
4	1023	27
4	1024	27
4	1	28
4	2	28
4	1020	28
4	1023	28
4	1024	28
4	1	29
4	2	29
4	1023	29
4	1024	29
4	1	30
4	2	30
4	1023	30
4	1024	30
4	1	31
4	2	31
4	1023	31
4	1024	31
4	1	32
4	2	32
4	1023	32
4	1024	32
4	1	33
4	2	33
4	1023	33
4	1024	33
